DPT_CD,DPT_DSC,AGY_TYPE,OWNER_CD,OWNER_DSC,FPAP_CD,FPAP_DSC,AREA_CD,AREA_DSC,PS,MOOE,CO,NET
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03,        Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03.a,            Advanced Education Services,120,Region XII,,87,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03.b,            Higher Education Services,120,Region XII,55524,2899,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03.c,            Research Services,120,Region XII,,1905,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03.d,            Extension Services,120,Region XII,,450,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,A.03.e,            Production,120,Region XII,,345,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,B.01,        Locally Funded Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,B.01.a,            On going construction Academic Bldg. Phase III,120,Region XII,,,2612,
SUCS,State Universities and Colleges,AGENCY,SKPSC,Sultan Kudarat Polytechnic State College,B.01.b,            Building and Structure Outlays/Construction of Academic Bldg. Phase VI,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.01,        General Administrative and Support,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.01.a,            General Administration and Support Services,120,Region XII,38371,12257,400,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.02,        Support to Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.02.a,            Auxiliary Services,120,Region XII,6134,543,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03,        Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.a,            Advanced Education Services,120,Region XII,12751,861,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.b,            Higher Education Services,120,Region XII,129469,8165,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.c,            Research Services,120,Region XII,3671,1664,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.d,            Extension Services,120,Region XII,455,1081,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.e,            Operational Requirements of the Philippine Industrial Crops Research Institute (PICRI),120,Region XII,,1369,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.f,            Operational Requirements of the Philippine Rubber Testing Center,120,Region XII,,1430,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,A.03.k,            Secondary Education Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01,        Locally-Funded Project,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.a,            Upgrading of IT facilities,120,Region XII,,,1000,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.b,            Library upgrading/purchase of books,120,Region XII,,,1612,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.c,            Construction/Repair/Rehabilitation of Classrooms/School Buildings and Other Facilities,120,Region XII,,,1000,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.f,            Computer Building,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.g,            Bio-technology center for Region XII,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.h,            Establishment of biotechnology center for Region XII,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.i,            Repair of USM Water System,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,USM,University of Southern Mindanao,B.01.j,            Repair of power lines,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.01,        General Administration and Support,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.01.a,            General Administration and Support Services,180,Region XIII,6048,5848,1000,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.02,        Support to Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.02.a,            Auxiliary Sevices,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.03,        Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.03.a,            Higher Education Services,180,Region XIII,13836,1806,2033,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,A.03.b,            Extension Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,ADSSCAT,Agusan del Sur State College of Agriculture and Technology,B.01,        Locally-Funded Projects,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.01,        General Administration and Support,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.01.a,            General Administration and Support Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.01.a.01,                  Northern Mindanao State Institute of Science and Technology,180,Region XIII,7852,7609,400,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03,        Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.a,            Advanced Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.a.01,                  Northern Mindanao State Institute of Science and Technology,180,Region XIII,17,31,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.b,            Higher Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.b.01,                  Northern Mindanao State Institute of Science and Technology,180,Region XIII,26343,1091,118,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.b.02,"                  Northern Mindanao College of Arts, Science and Technology",180,Region XIII,16655,1313,2000,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.c,            Research Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.c.01,                  Northern Mindanao State Institute of Science and Technology,180,Region XIII,28,1006,515,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.d,            Extension Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,A.03.d.01,                  Northern Mindanao State Institute of Science and Technology,180,Region XIII,102,136,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,B.01,        Locally-Funded Projects,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,B.01.a,            Investment Outlay,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,NMSIST,Northern Mindanao State Institute of Science and Technology,B.01.a.01,                  Acquisition of Information Technology Equipment ,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.01,        General Administration and Support,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.01.a,            General Administration and Support Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.01.a.01,                  Surigao del Sur Polytechnic State College,180,Region XIII,19226,5177,1033,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.02,        Support to Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03,        Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.a,            Advanced Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.a.01,                  Surigao del Sur Polytechnic State College,180,Region XIII,164,164,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.b,            Higher Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.b.01,                  Surigao del Sur Polytechnic State College,180,Region XIII,38067,2926,2000,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.b.02,                  Surigao del Sur Institute of Technology,180,Region XIII,20371,1165,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.c,            Research Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.c.01,                  Surigao del Sur Polytechnic State College,180,Region XIII,116,415,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.d,            Extension Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,A.03.d.01,                  Surigao del Sur Polytechnic State College,180,Region XIII,116,415,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,B.01,        Locally - Funded Project (s),180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,B.01.a,"            Furniture, Fixtures and Equipment Outlay",180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,B.01.a.01,                  Improvement of Instructional and Research Facilities,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,B.01.b,            Buildings and Structures Outlay,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SDSPSC,Surigao del Sur Polytechnic State College,B.01.b.01,                  Completion of Buildings and Other Capital Outlays,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.01,        General Adminstration and Support,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.01.a,            General Administration and Support Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.01.a.01,                  Surigao State College of Technology,180,Region XIII,11967,3548,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03,        Operations,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.a,            Higher Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.a.01,                  Surigao State College of Technology,180,Region XIII,41160,4053,3033,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.a.02,                  Siargao National College of Science and Technology,180,Region XIII,11062,904,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.b,            Advanced Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.b.01,                  Surigao State College of Technology,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.c,            Research Education Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.c.01,                  Surigao State College of Technology,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.d,            Extension Services,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,A.03.d.01,                  Surigao State College of Technology,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01,        Locally-Funded Projects,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01.a,"            Furnitures, Fixtures and Equipment Outlay",180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01.a.01,                  Improvement of Instructional and Research Facilities,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01.b,            Building and Structures Outlay,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01.b.01,                  Repair and Maintenance of Buildings and Other Facilities,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,SSCT,Surigao State College of Technology,B.01.b.02,                  Completion of Buildings and Other Capital Outlays,180,Region XIII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.01,        General Administration and Support,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.01.a,            General Administration and Support Services,120,Region XII,4432,6842,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.01.b,            Productivity Incentive Benefits,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.02,        Support to Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.02.a,            Auxiliary Service,120,Region XII,15,94,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.03,        Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.03.a,            Higher Education Services,120,Region XII,5593,550,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.03.b,            Secondary Education Services,120,Region XII,25,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.03.c,            Extension Services,120,Region XII,,150,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,A.03.d,            Advanced Education Services,120,Region XII,,150,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01,        Locally Funded Project,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a,            Buildings and Structure Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.01,                  Renovation of Social Hall,120,Region XII,,,700,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.02,                  Completion of security guard post,120,Region XII,,,200,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.03,                  Speech Laboratory Facilities and Building,120,Region XII,,,412,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.04,                  Construction/Repair/Rehabilitation of Classrooms/School Buildings and other Facilities,120,Region XII,,,1000,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.05,                  Repair of Agricultural Building,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.06,                  Repair of Forestry Building,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.07,                  Construction of Gymnasium & Sports Complex,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.a.08,                  Construction of Research & Extension Building,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.b,            Land and Land Improvement Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.b.01,                  Perimeter fencing of school campus,120,Region XII,,,700,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.c,            Machineries and Equipment Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.c.01,                  Purchase of 2 hand tractors,120,Region XII,,,300,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.c.02,                  Purchase of 2 rice threshers - diesel fuel,120,Region XII,,,250,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.c.03,                  Purchase of one-unit mini-bus,120,Region XII,,,450,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.d,            Working Animal Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,AMPC,Adiong Memorial Polytechnic State College,B.01.e,            Information Technology Equipment Outlay,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.01,        General Administration and Support,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.01.a,            General Administration and Support Services,90,Region IX,8720,2764,3012,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.03,        Operations,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.03.a,            Higher Education Services,90,Region IX,20356,3060,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.03.b,            Research Services,90,Region IX,,275,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,A.03.c,            Extension Services,90,Region IX,,275,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01,        Locally-Funded Projects,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.a,            Building and Structures Outlay,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.a.01,"                  Construction of 18-room, 2 storey Academic Building with CR for every storey and complete facilities  (Chairs, Blackboard,etc) in Lamitan Extension",90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.a.02,                  Completion of the 2-storey Multi-Purpose Building at Isabela Campus,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.b,"            Furniture,  Fixtures, Equipment and Books Outlay",90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.b.01,                  IT Equipment,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,BASSC,Basilan State College,B.01.b.02,"                  Purchase of Furniture, Fixtures and Equipment",90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01,        General Administration and Support,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a,            General Administration and Support Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a.01,                  Marawi,120,Region XII,168211,38999,2213,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a.02,                  General Santos,120,Region XII,31069,4365,2213,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a.03,                  Maguindanao,120,Region XII,16786,2069,2213,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a.04,                  Sulu,120,Region XII,10843,1845,2213,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.01.a.05,                  Naawan,120,Region XII,12584,2709,2213,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02,        Support to Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a,            Auxiliary Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a.01,                  Marawi,120,Region XII,28649,599,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a.02,                  General Santos,120,Region XII,7406,765,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a.03,                  Maguindanao,120,Region XII,4928,177,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a.04,                  Sulu,120,Region XII,669,170,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.02.a.05,                  Naawan,120,Region XII,1951,68,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03,        Operations,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.a,            Advanced Education Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.a.01,                  Marawi,120,Region XII,3451,615,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.a.02,                  General Santos,120,Region XII,200,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.a.03,                  Maguindanao,120,Region XII,1803,362,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.a.04,                  Sulu,120,Region XII,,35,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b,            Higher Education Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b.01,                  Marawi,120,Region XII,546492,19439,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b.02,                  General Santos,120,Region XII,83706,5360,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b.03,                  Maguindanao,120,Region XII,47251,740,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b.04,                  Sulu,120,Region XII,54426,1421,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.b.05,                  Naawan,120,Region XII,21985,331,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c,            Research Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c.01,                  Marawi,120,Region XII,15140,2007,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c.02,                  General Santos,120,Region XII,4442,1090,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c.03,                  Maguindanao,120,Region XII,2717,278,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c.04,                  Sulu,120,Region XII,2844,393,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.c.05,                  Naawan,120,Region XII,9992,541,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d,            Extension Services,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d.01,                  Marawi,120,Region XII,8441,1239,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d.02,                  General Santos,120,Region XII,1548,410,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d.03,                  Maguindanao,120,Region XII,2748,237,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d.04,                  Naawan,120,Region XII,1857,114,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,A.03.d.05,                  Sulu,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01,        Locally Funded Projects,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.a,"            Construction of University Library-MSU, General Santos Campus",120,Region XII,,,20000,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.b,"            Acquisition of Equipment for MSU-General Santos, College of Fisheries",120,Region XII,,,3500,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.c,"            Financial Assistance for MSU-Buug Campus, Zamboanga Sibugay",120,Region XII,,1500,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.d,            Construction of Dormitory for Lanao Del Norte Agricultural College,120,Region XII,,,10000,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.e,            Construction/Repair/Rehabilitation of Classrooms/School Building and Other Facilities,120,Region XII,,,1000,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f,"            For the Construction, Establishment, Improvement, Repair, Rehabilitation and Completion of Buildings and Physical Facilities of MSU-General Santos City as follows:",120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.01,"                  Construction of the College of Fisheries Building, Phase III",120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.02,"                  Repair of seawater pump, experimental ponds and perimeter dikes",120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.03,                  Construction of Animal Science Lab and Field Laboratories for poultry and swine,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.04,                  Acquisition of new computer units,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.05,                  Procurement of Universal Testing Machine,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.06,                  Procurement of Medical Lab Equipment,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.07,                  Procurment of Mini Dump Truck & AutoCad Plotter,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.08,                  Construction of CETD Covered Court,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.09,                  Repair and Rehab of Perimeter Fence & Completion of East Bound Fence,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.10,                  Renovation and expansion of Unversity Gymnasium,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU,Mindanao State University,B.01.f.11,                  Comnstruction of Covered Path Walk,120,Region XII,,,,
SUCS,State Universities and Colleges,AGENCY,MSU-TCTO,MSU-Tawi-Tawi College of Technology and Oceanography,A.01,        General Administrative and Support,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,MSU-TCTO,MSU-Tawi-Tawi College of Technology and Oceanography,A.01.a,            General Administrative and Support Services,90,Region IX,19668,6841,3012,
SUCS,State Universities and Colleges,AGENCY,MSU-TCTO,MSU-Tawi-Tawi College of Technology and Oceanography,A.02,        Support to Operation,90,Region IX,,,,
SUCS,State Universities and Colleges,AGENCY,MSU-TCTO,MSU-Tawi-Tawi College of Technology and Oceanography,A.02.a,            Auxiliary Services,90,Region IX,17351,1000,,
